doe_building_type,confidence,justification,key
MobileHome,0.95,"A mobile home dealer deals with mobile homes, matching the MobileHome building type.",mobile_home_dealer
OutPatient,0.95,Retina specialist is a medical outpatient clinic.,retina_specialist
StandaloneRetail,0.9,"A music and DVD store is a retail establishment selling media products, fitting the StandaloneRetail category.",music_and_dvd_store
OtherCommercial,0.7,Yoga instructor is a commercial service without a specific DOE building type.,yoga_instructor
OtherCommercial,0.6,Bungee jumping center is a recreational commercial facility.,bungee_jumping_center
OtherIndustrial,0.9,"Poultry farm is agricultural/industrial, best matched to OtherIndustrial.",poultry_farm
SecondarySchool,0.7,"Bartending school is an educational institution, similar to secondary school.",bartending_school
SmallOffice,0.9,Financial advising is a professional service typically in small office settings.,financial_advising
SmallOffice,0.9,Appellate practice lawyers operate in small office environments.,appellate_practice_lawyers
OtherCommercial,0.5,"Sand dune is a natural feature, no building type; OtherCommercial as default.",sand_dune
OtherCommercial,0.7,Courthouse is a government building not directly mapped; other commercial is best fit.,courthouse
Warehouse,0.85,"Cement supplier involves storage and distribution, typical of warehouse.",cement_supplier
OtherCommercial,0.7,Bicycle sharing locations are commercial but no specific DOE type; OtherCommercial fits.,bicycle_sharing_location
SmallOffice,0.75,Printing services are office-based businesses.,printing_services
QuickServiceRestaurant,0.95,Hot dog restaurant is typically a quick service food establishment.,hot_dog_restaurant
OtherCommercial,0.6,Convents and monasteries are residential and religious but no direct DOE type; OtherCommercial is closest.,convents_and_monasteries
Warehouse,0.8,"Book and magazine distribution involves storage and logistics, fitting Warehouse.",book_magazine_distribution
FullServiceRestaurant,0.9,Pancake house is a full-service restaurant.,pancake_house
OutPatient,0.95,A public health clinic provides outpatient medical services.,public_health_clinic
SmallOffice,0.7,"Music production services are office/studio based, SmallOffice fits.",music_production_services
SmallOffice,0.6,Fire protection service is a small office or service business.,fire_protection_service
OtherCommercial,0.75,Cannabis collective is a commercial retail/service operation.,cannabis_collective
LargeOffice,0.8,Private equity firm is a large office commercial activity.,private_equity_firm
StandaloneRetail,0.8,Audio visual equipment stores are retail businesses.,audio_visual_equipment_store
OtherCommercial,0.7,"Music critic is a professional service, likely office or commercial space.",music_critic
OtherIndustrial,0.9,Waterproofing is a construction-related industrial activity.,waterproofing
SmallOffice,0.7,"Office of vital records is an administrative office, likely small scale.",office_of_vital_records
SmallOffice,0.7,"B2B science and technology is office-based business, fitting SmallOffice.",b2b_science_and_technology
OtherCommercial,0.6,"Shooting range is a specialized recreational facility, best categorized as OtherCommercial.",shooting_range
OtherCommercial,0.7,Esports teams operate in commercial spaces not specifically categorized.,esports_team
OutPatient,0.9,"A neurotologist is a medical specialist, typically operating in outpatient clinical settings.",neurotologist
SmallOffice,0.8,Architects typically work in small office settings.,architect
SmallOffice,0.7,Labor union offices are typically small office buildings.,labor_union
OtherCommercial,0.6,Whale watching tours are commercial tourism services.,whale_watching_tours
StandaloneRetail,0.7,Farming equipment store is a retail establishment selling equipment.,farming_equipment_store
OtherIndustrial,0.6,Forest is not a building but natural land; closest DOE type is OtherIndustrial for non-building land use.,forest
Hospital,0.8,"Tropical medicine is a specialized medical field, likely associated with hospital or clinical settings.",tropical_medicine
SuperMarket,0.85,Specialty grocery store fits the SuperMarket category.,specialty_grocery_store
FullServiceRestaurant,0.95,armenian_restaurant is a full-service ethnic restaurant.,armenian_restaurant
LargeOffice,0.8,Commercial real estate offices are typically large office buildings.,commercial_real_estate
SmallOffice,0.85,Home inspector is a professional service typically operating from a small office.,home_inspector
OtherCommercial,0.7,Pet breeder is a commercial service without a specific DOE building type.,pet_breeder
FullServiceRestaurant,0.9,"Pizza restaurant is a food service establishment, typically full service.",pizza_restaurant
OtherCommercial,0.7,"Motorsport vehicle dealer is a retail dealership, best mapped to other commercial.",motorsport_vehicle_dealer
FullServiceRestaurant,0.8,Sake bar is a full-service restaurant/bar.,sake_bar
OtherCommercial,0.7,Merchandising service is a commercial business activity.,merchandising_service
SmallOffice,0.7,Videographer is a professional service typically in a small office.,videographer
FullServiceRestaurant,0.9,Haitian restaurant is a full-service restaurant.,haitian_restaurant
OtherCommercial,0.7,Pool and billiards is a recreational commercial use not specifically categorized.,pool_and_billiards
OtherCommercial,0.6,"Team building activity is a service/event, no direct DOE type; OtherCommercial.",team_building_activity
OtherCommercial,0.8,"Science museum is a public cultural facility, not fitting other DOE types.",science_museum
SmallOffice,0.8,Immigration law services are typically small office based.,immigration_law
StandaloneRetail,0.8,Pet stores are retail outlets selling goods directly to consumers.,pet_store
StripMall,0.85,Shopping areas with multiple stores are best categorized as StripMall.,shopping
OtherIndustrial,0.8,Trucks and industrial vehicles relate to industrial manufacturing or services.,trucks_and_industrial_vehicles
OtherCommercial,0.5,Public transportation is not a building type; assigned OtherCommercial as generic.,public_transportation
HighriseApartment,0.7,A tower is most commonly associated with highrise residential buildings.,tower
OtherCommercial,0.7,Country clubs are commercial recreational facilities.,country_club
OtherCommercial,0.7,"A costume museum is a cultural institution, best categorized as OtherCommercial.",costume_museum
SmallOffice,0.7,"Installment loans is a financial service, office-based.",installment_loans
SingleFamilyDetached,0.6,House sitting occurs in residential homes.,house_sitting
SmallOffice,0.6,Holiday decorating is a service likely run from a small office or commercial space.,holiday_decorating
OtherCommercial,0.7,"Canoe and kayak hire service is a commercial recreational rental, mapped to OtherCommercial.",canoe_and_kayak_hire_service
SuperMarket,0.9,Seafood market is a type of supermarket or food retail.,seafood_market
OtherCommercial,0.7,"General festivals are events, not a building type, so assigned to other commercial.",general_festivals
OutPatient,0.95,Audiologist is a medical outpatient specialty.,audiologist
MediumOffice,0.7,"Traffic ticketing law is an administrative/legal office function, fitting MediumOffice.",traffic_ticketing_law
FullServiceRestaurant,0.9,Brazilian restaurant is a full-service restaurant.,brazilian_restaurant
FullServiceRestaurant,0.9,"Cafeteria is a food service establishment, best matching FullServiceRestaurant.",cafeteria
PrimarySchool,0.9,"montessori_school is an early childhood education facility, best mapped to PrimarySchool.",montessori_school
StandaloneRetail,0.85,Home goods stores are retail establishments.,home_goods_store
SmallOffice,0.8,"Appliance repair service is a small-scale service business, typically operating in a small office or workshop.",appliance_repair_service
Warehouse,0.8,"Sand and gravel supplier likely involves storage and distribution of bulk materials, fitting Warehouse.",sand_and_gravel_supplier
StandaloneRetail,0.75,Baby gear and furniture stores are retail outlets.,baby_gear_and_furniture
Warehouse,0.8,"Ice supplier likely involves storage and distribution, fitting warehouse.",ice_supplier
OtherCommercial,0.85,"Internet cafe is a commercial service, not fitting office or retail categories.",internet_cafe
FullServiceRestaurant,0.9,General restaurant implies full service dining.,restaurant
OtherCommercial,0.75,Political organizations are commercial or office-related but not specific.,political_organization
OtherIndustrial,0.7,Crane services is industrial.,crane_services
StandaloneRetail,0.9,A jewelry store is a retail establishment.,jewelry_store
OtherCommercial,0.7,"Major airports are large transportation hubs not specifically covered, so OtherCommercial is the closest.",major_airports
OtherCommercial,0.8,A water park is a commercial recreational facility not specifically covered by other DOE types.,water_park
StandaloneRetail,0.9,Furniture stores are retail establishments.,furniture_store
Warehouse,0.85,wholesale_store is best mapped to Warehouse.,wholesale_store
OtherCommercial,0.7,Fortune telling service is a commercial service not fitting other categories.,fortune_telling_service
OtherCommercial,0.7,"Metro station is transportation infrastructure, not covered by DOE building types.",metro_station
OtherIndustrial,0.8,Aircraft services and repair is an industrial activity.,aircraft_services_and_repair
StandaloneRetail,0.9,Candy store is a retail food store.,candy_store
StandaloneRetail,0.8,"Shoe store is a retail establishment, standalone retail fits best.",shoe_store
OtherCommercial,0.6,"Roadside assistance is a service operation, best mapped to other commercial.",roadside_assistance
OtherCommercial,0.7,"Bartender is a job, but assuming bar operation, categorized as other commercial.",bartender
SmallOffice,0.75,Travel companies are office-based service businesses.,travel_company
